,age,job,marital,education,balance,housing,duration,campaign,approval
2246,28.0,admin.,single,secondary,89,yes,172.0,2,no
2247,35.0,technician,married,secondary,94,yes,208.0,5,no
2248,39.0,services,married,secondary,1438,yes,212.0,2,no
2249,49.0,unemployed,divorced,tertiary,780,no,148.0,1,no
2250,50.0,management,married,tertiary,207,yes,99.0,1,no
2251,37.0,management,married,tertiary,238,no,185.0,1,yes
2252,45.0,blue-collar,married,primary,2433,no,133.0,2,no
2253,30.0,housemaid,single,secondary,1924,no,170.0,1,no
2254,48.0,unemployed,married,tertiary,-471,yes,668.0,7,no
2255,36.0,management,single,tertiary,1531,yes,81.0,3,no
2256,41.0,management,single,secondary,764,no,230.0,2,no
2257,55.0,blue-collar,married,secondary,383,no,287.0,1,no
2258,70.0,retired,married,primary,3782,no,618.0,1,no
2259,41.0,management,married,tertiary,326,yes,788.0,1,yes
2260,47.0,services,divorced,secondary,691,no,285.0,6,no
2261,34.0,technician,single,secondary,0,no,163.0,2,no
2262,33.0,management,single,tertiary,99,no,159.0,1,no
2263,58.0,retired,married,secondary,502,yes,197.0,2,no
2264,51.0,management,married,tertiary,-15,no,212.0,2,no
2265,45.0,management,married,tertiary,1929,yes,44.0,15,no
2266,55.0,admin.,married,secondary,0,no,180.0,2,no
2267,30.0,blue-collar,single,primary,185,no,11.0,1,no
2268,33.0,management,single,secondary,-424,yes,863.0,1,no
2269,27.0,services,single,secondary,0,yes,388.0,7,no
2270,59.0,retired,married,secondary,319,yes,143.0,3,no
2271,34.0,management,single,tertiary,171,yes,191.0,1,no
2272,47.0,technician,divorced,tertiary,-1148,yes,62.0,2,no
2273,44.0,blue-collar,married,primary,-11,yes,13.0,1,no
2274,35.0,admin.,single,secondary,0,yes,1073.0,1,yes
2275,45.0,management,married,tertiary,-206,yes,337.0,2,no
2276,42.0,blue-collar,married,primary,704,yes,88.0,10,no
2277,38.0,technician,married,secondary,1931,no,167.0,1,no
2278,34.0,technician,single,secondary,943,no,96.0,4,no
2279,35.0,technician,married,secondary,327,yes,537.0,3,no
2280,29.0,management,single,secondary,-105,yes,5.0,3,no
2281,58.0,retired,married,secondary,983,no,139.0,1,no
2282,44.0,blue-collar,single,primary,787,yes,570.0,2,no
2283,45.0,entrepreneur,married,tertiary,0,yes,100.0,3,no
2284,43.0,blue-collar,married,secondary,3060,yes,253.0,2,no
2285,44.0,services,married,secondary,5780,yes,525.0,2,no
2286,30.0,technician,single,secondary,790,no,696.0,3,no
2287,38.0,unemployed,married,tertiary,1449,no,535.0,6,no
2288,50.0,technician,married,secondary,1412,no,131.0,3,no
2289,21.0,student,single,secondary,681,no,6.0,1,no
2290,38.0,entrepreneur,married,tertiary,228,yes,105.0,1,no
2291,42.0,admin.,married,secondary,0,no,370.0,1,no
2292,45.0,technician,single,tertiary,2087,no,29.0,14,no
2293,34.0,entrepreneur,married,secondary,2,yes,184.0,1,no
2294,48.0,technician,married,secondary,197,no,47.0,2,no
2295,34.0,services,married,secondary,0,no,193.0,4,no
2296,32.0,blue-collar,married,secondary,1905,yes,709.0,2,yes
2297,35.0,technician,married,tertiary,118,no,358.0,2,no
2298,39.0,entrepreneur,married,tertiary,2644,yes,253.0,1,no
2299,36.0,self-employed,married,tertiary,16430,yes,197.0,3,no
2300,35.0,technician,married,secondary,13,no,94.0,2,no
2301,57.0,services,divorced,secondary,14,no,445.0,2,no
2302,28.0,technician,single,secondary,769,yes,153.0,1,no
2303,43.0,admin.,married,unknown,3485,no,113.0,1,no
2304,57.0,management,married,secondary,139,no,80.0,1,no
2305,34.0,services,divorced,secondary,202,yes,318.0,1,no
2306,36.0,technician,married,tertiary,6,yes,100.0,1,no
2307,47.0,management,divorced,tertiary,2515,no,40.0,3,no
2308,36.0,management,divorced,tertiary,5195,yes,55.0,25,no
2309,33.0,management,married,tertiary,2098,no,67.0,1,no
2310,57.0,management,married,tertiary,320,no,76.0,2,no
2311,57.0,management,married,tertiary,3431,yes,73.0,1,no
2312,34.0,admin.,married,secondary,50,yes,89.0,2,no
2313,51.0,housemaid,divorced,tertiary,370,yes,109.0,3,no
2314,54.0,blue-collar,divorced,primary,-182,no,98.0,1,no
2315,52.0,self-employed,single,tertiary,1623,yes,21.0,17,no
2316,43.0,entrepreneur,married,tertiary,13342,yes,465.0,1,no
2317,58.0,retired,single,primary,6570,no,106.0,3,no
2318,53.0,admin.,married,secondary,225,yes,304.0,1,no
2319,44.0,management,married,secondary,-665,no,342.0,3,no
2320,29.0,management,single,tertiary,0,no,16.0,25,no
2321,27.0,services,single,secondary,54,yes,543.0,2,yes
2322,35.0,blue-collar,married,primary,46,no,338.0,3,no
2323,40.0,self-employed,married,secondary,2,no,197.0,5,no
2324,34.0,blue-collar,married,secondary,103,yes,956.0,2,no
2325,38.0,admin.,single,secondary,883,yes,95.0,1,no
2326,32.0,services,married,secondary,55,yes,546.0,9,no
2327,41.0,admin.,married,secondary,8238,yes,124.0,4,no
2328,25.0,blue-collar,single,secondary,913,yes,113.0,4,no
2329,38.0,blue-collar,divorced,secondary,595,yes,245.0,3,no
2330,26.0,technician,single,secondary,7,yes,188.0,2,no
2331,37.0,technician,single,tertiary,1661,no,199.0,5,no
2332,30.0,management,married,tertiary,102,yes,470.0,7,yes
2333,36.0,services,married,secondary,338,no,90.0,1,no
2334,33.0,management,married,secondary,3132,yes,350.0,5,no
2335,33.0,admin.,single,tertiary,490,yes,31.0,1,no
2336,35.0,management,married,tertiary,2682,yes,156.0,1,no
2337,24.0,services,married,tertiary,0,yes,299.0,1,no
2338,29.0,unemployed,married,secondary,596,no,510.0,2,no
2339,54.0,blue-collar,married,secondary,2059,yes,177.0,4,no
2340,27.0,admin.,married,secondary,132,no,123.0,2,no
2341,34.0,management,married,secondary,0,no,270.0,1,no
2342,39.0,blue-collar,married,primary,385,yes,225.0,4,no
2343,38.0,management,married,tertiary,223,no,63.0,1,no
2344,37.0,management,married,tertiary,0,yes,247.0,13,no
2345,26.0,services,single,secondary,512,yes,206.0,5,no
2346,36.0,entrepreneur,married,tertiary,1169,yes,168.0,2,no
2347,35.0,,single,tertiary,71,yes,836.0,12,no
2348,30.0,management,single,tertiary,940,no,131.0,2,no
2349,25.0,technician,single,secondary,-80,yes,89.0,1,no
2350,34.0,technician,married,secondary,0,yes,116.0,4,no
2351,52.0,unknown,married,unknown,1317,no,58.0,1,no
2352,39.0,admin.,married,secondary,179,no,36.0,1,no
2353,34.0,management,married,secondary,1007,yes,240.0,2,no
2354,34.0,management,single,secondary,0,no,132.0,4,no
2355,30.0,services,married,secondary,1286,yes,544.0,1,no
2356,33.0,services,married,secondary,804,yes,266.0,1,no
2357,30.0,student,single,secondary,4,no,443.0,2,no
2358,51.0,blue-collar,married,primary,0,yes,324.0,1,no
2359,36.0,services,single,secondary,417,yes,15.0,10,no
2360,48.0,blue-collar,married,primary,1678,no,263.0,2,no
2361,37.0,services,divorced,secondary,532,yes,199.0,1,no
2362,58.0,management,married,secondary,407,yes,145.0,2,no
2363,56.0,management,divorced,tertiary,659,no,56.0,1,no
2364,34.0,blue-collar,married,secondary,393,yes,11.0,9,no
2365,33.0,admin.,divorced,secondary,661,yes,411.0,1,no
2366,26.0,services,single,secondary,0,no,165.0,23,no
2367,40.0,management,single,unknown,838,yes,619.0,3,no
2368,35.0,services,married,secondary,195,yes,203.0,1,no
2369,45.0,entrepreneur,married,secondary,68,yes,254.0,1,no
2370,37.0,technician,single,secondary,-242,yes,1149.0,6,yes
2371,35.0,management,divorced,tertiary,321,yes,189.0,1,no
2372,43.0,services,single,secondary,3403,yes,707.0,2,yes
2373,28.0,blue-collar,married,secondary,8,yes,196.0,1,no
2374,32.0,blue-collar,divorced,secondary,739,yes,171.0,1,no
2375,26.0,unemployed,single,secondary,622,no,1451.0,2,yes
2376,35.0,services,married,secondary,152,yes,563.0,1,yes
2377,35.0,technician,single,secondary,2,no,23956498.0,4,no
2378,39.0,blue-collar,married,secondary,1439,yes,73.0,6,no
2379,42.0,blue-collar,divorced,secondary,1491,yes,203.0,2,no
2380,32.0,technician,single,secondary,6402,yes,158.0,1,no
2381,30.0,unemployed,married,secondary,1210,no,100.0,4,no
2382,26.0,management,single,tertiary,122,no,160.0,1,no
2383,30.0,student,single,secondary,0,yes,661.0,1,no
2384,32.0,management,married,tertiary,62,yes,166.0,1,no
2385,47.0,services,married,secondary,3333,yes,114.0,2,no
2386,33.0,technician,married,tertiary,16992,yes,58.0,1,no
2387,57.0,blue-collar,married,primary,23,yes,25.0,8,no
2388,35.0,admin.,married,secondary,0,yes,121.0,2,no
2389,53.0,technician,married,tertiary,6072,no,226.0,4,no
2390,24.0,retired,single,secondary,366,no,234.0,2,no
2391,54.0,management,divorced,tertiary,0,no,88.0,1,no
2392,31.0,management,married,tertiary,1343,yes,85.0,1,no
2393,41.0,entrepreneur,married,secondary,2105,yes,134.0,1,no
2394,44.0,unknown,married,secondary,2319,no,251.0,3,no
2395,35.0,services,single,secondary,35,yes,152.0,1,no
2396,30.0,management,married,tertiary,877,no,202.0,1,no
2397,43.0,blue-collar,single,primary,30,yes,379.0,17,no
2398,51.0,entrepreneur,married,secondary,-2082,no,123.0,6,no
2399,60.0,retired,married,secondary,89,no,156.0,2,no
2400,43.0,self-employed,married,secondary,104,no,332.0,1,no
2401,31.0,management,married,tertiary,1750,yes,90.0,3,no
2402,56.0,management,married,primary,772,yes,291.0,1,no
2403,42.0,technician,married,secondary,1048,yes,23.0,2,no
2404,52.0,entrepreneur,married,primary,592,no,122.0,2,no
2405,40.0,technician,married,secondary,0,yes,105.0,2,no
2406,36.0,services,married,secondary,3064,yes,1143.0,4,no
2407,40.0,services,married,primary,33,no,70.0,3,no
2408,46.0,blue-collar,married,secondary,0,yes,264.0,2,no
2409,32.0,admin.,single,secondary,1649,no,204.0,2,no
2410,31.0,housemaid,single,tertiary,287,yes,182.0,1,no
2411,41.0,technician,divorced,secondary,0,yes,386.0,2,no
2412,58.0,housemaid,married,primary,419,no,295.0,3,no
2413,36.0,services,married,secondary,257,yes,86.0,2,no
2414,52.0,technician,married,secondary,118,no,16.0,20,no
2415,42.0,management,married,tertiary,251,no,413.0,2,no
2416,32.0,management,single,tertiary,1731,yes,323.0,3,no
2417,62.0,management,married,tertiary,0,no,78.0,3,no
2418,31.0,technician,single,tertiary,23,no,121.0,3,no
2419,41.0,blue-collar,single,secondary,-386,no,477.0,1,yes
2420,34.0,self-employed,married,tertiary,5498,no,265.0,1,no
2421,44.0,management,single,tertiary,5063,no,418.0,2,yes
2422,42.0,blue-collar,married,primary,7041,yes,386.0,4,no
2423,37.0,entrepreneur,single,secondary,654,no,594.0,2,no
2424,47.0,management,married,tertiary,1890,no,161.0,1,no
2425,32.0,unemployed,married,secondary,2400,yes,450.0,3,no
2426,46.0,blue-collar,married,secondary,519,yes,217.0,6,no
2427,39.0,technician,single,tertiary,1190,no,136.0,1,no
2428,28.0,services,single,secondary,229,yes,322.0,1,no
2429,26.0,student,single,secondary,203,no,104.0,1,no
2430,52.0,technician,married,secondary,1818,no,189.0,2,no
2431,42.0,unemployed,married,secondary,1289,no,250.0,4,yes
2432,33.0,technician,divorced,tertiary,39,no,123.0,5,no
2433,73.0,retired,married,primary,796,no,427.0,1,yes
2434,35.0,admin.,single,secondary,57,no,632.0,2,no
2435,40.0,management,married,tertiary,1548,yes,101.0,3,no
2436,51.0,technician,married,secondary,117,no,467.0,2,yes
2437,37.0,admin.,single,secondary,0,yes,640.0,2,no
2438,39.0,management,married,tertiary,691,yes,517.0,1,no
2439,28.0,blue-collar,married,secondary,64,yes,160.0,3,no
2440,49.0,technician,divorced,tertiary,0,yes,177.0,3,no
2441,36.0,admin.,married,secondary,957,yes,206.0,1,no
2442,45.0,technician,married,secondary,118,yes,208.0,2,no
2443,29.0,technician,single,tertiary,218,yes,169.0,1,no
2444,35.0,management,married,secondary,724,yes,287.0,2,yes
2445,35.0,housemaid,married,tertiary,20,yes,505.0,3,no
2446,30.0,blue-collar,married,secondary,-28,yes,284.0,2,no
2447,46.0,blue-collar,married,primary,665,no,89.0,4,no
2448,25.0,student,single,tertiary,5,no,138.0,1,no
2449,36.0,management,married,tertiary,925,no,321.0,3,yes
2450,42.0,blue-collar,married,primary,2519,yes,262.0,4,no
2451,57.0,admin.,married,secondary,3927,no,61.0,1,no
2452,42.0,management,divorced,tertiary,401,yes,217.0,9,no
2453,29.0,management,married,tertiary,581,yes,192.0,2,no
2454,36.0,technician,married,tertiary,1327,no,174.0,2,no
2455,31.0,unemployed,married,secondary,3242,no,292.0,2,no
2456,59.0,technician,married,primary,3163,yes,240.0,2,no
2457,50.0,unemployed,divorced,secondary,32,no,282.0,2,no
2458,47.0,admin.,married,secondary,310,yes,128.0,6,no
2459,46.0,housemaid,married,primary,0,no,161.0,1,no
2460,26.0,blue-collar,single,primary,155,yes,291.0,1,no
2461,31.0,services,single,secondary,11386,yes,356.0,1,no
2462,30.0,services,married,tertiary,1380,yes,294.0,2,no
2463,47.0,blue-collar,single,unknown,2443,no,422.0,1,no
2464,23.0,technician,single,tertiary,1129,yes,806.0,1,yes
2465,44.0,unemployed,single,primary,4232,no,227.0,1,no
2466,42.0,self-employed,married,secondary,5564,no,560.0,2,no
2467,32.0,services,single,secondary,-402,yes,135.0,1,no
2468,28.0,admin.,single,secondary,1323,yes,361.0,1,no
2469,57.0,retired,married,primary,1623,yes,246.0,1,no
2470,38.0,technician,married,tertiary,1042,yes,419.0,2,no
2471,22.0,student,single,secondary,2488,no,449.0,2,yes
2472,54.0,admin.,married,secondary,865,yes,71.0,1,no
2473,32.0,technician,married,tertiary,-1053,yes,357.0,3,no
2474,32.0,management,married,tertiary,1667,yes,164.0,2,no
2475,59.0,admin.,divorced,secondary,975,yes,263.0,4,no
2476,45.0,technician,married,secondary,2571,no,146.0,2,no
2477,53.0,unknown,married,primary,732,no,759.0,2,yes
2478,50.0,admin.,divorced,secondary,769,no,72.0,2,no
2479,34.0,technician,married,secondary,-136,yes,131.0,2,no
2480,35.0,admin.,divorced,secondary,3636,no,808.0,2,yes
2481,30.0,,married,tertiary,931,no,1183.0,1,no
2482,62.0,housemaid,married,secondary,565,no,123.0,3,no
2483,40.0,blue-collar,married,secondary,271,yes,483.0,2,no
2484,26.0,self-employed,single,tertiary,1153,no,238.0,3,no
2485,34.0,management,married,tertiary,-73,yes,90.0,1,no
2486,50.0,unknown,married,unknown,558,no,464.0,1,yes
2487,31.0,unknown,divorced,tertiary,137,no,385.0,9,no
2488,35.0,technician,married,secondary,700,yes,240.0,2,no
2489,55.0,retired,married,primary,-966,no,104.0,1,no
2490,34.0,admin.,married,secondary,96,no,109.0,2,no
2491,58.0,retired,married,primary,4007,no,598.0,4,no
2492,50.0,management,single,tertiary,567,yes,274.0,8,no
2493,31.0,technician,single,secondary,40,no,123.0,2,no
2494,47.0,admin.,divorced,secondary,136,no,70.0,1,no
2495,38.0,self-employed,single,tertiary,917,yes,260.0,1,no
2496,46.0,management,single,tertiary,593,yes,190.0,3,no
2497,42.0,blue-collar,married,primary,505,yes,521.0,2,no
2498,34.0,blue-collar,married,secondary,2542,yes,228.0,1,no
2499,37.0,management,married,tertiary,5355,no,466.0,4,yes
2500,38.0,student,single,tertiary,807,no,74.0,2,no
2501,59.0,retired,married,secondary,9976,yes,57.0,2,no
2502,32.0,admin.,married,secondary,0,no,119.0,3,no
2503,55.0,management,married,tertiary,540,no,124.0,2,no
2504,35.0,blue-collar,married,secondary,280,yes,65.0,50,no
2505,56.0,management,divorced,tertiary,-59,no,127.0,6,no
2506,27.0,admin.,married,secondary,-517,yes,172.0,3,no
2507,42.0,unemployed,single,secondary,2613,yes,174.0,6,no
2508,42.0,student,married,unknown,-7,no,41.0,6,no
2509,41.0,blue-collar,married,primary,0,yes,232.0,3,no
2510,53.0,retired,divorced,secondary,-200,no,161.0,1,no
2511,67.0,retired,married,primary,2301,no,124.0,1,no
2512,53.0,housemaid,married,primary,104,no,701.0,1,yes
2513,33.0,blue-collar,married,primary,191,yes,162.0,2,no
2514,31.0,technician,single,unknown,694,yes,431.0,2,no
2515,31.0,admin.,married,secondary,212,yes,191.0,3,no
2516,30.0,management,married,tertiary,1882,yes,249.0,5,no
2517,48.0,blue-collar,married,unknown,131,yes,189.0,1,no
2518,30.0,technician,single,secondary,175,no,167.0,4,no
2519,43.0,technician,single,tertiary,0,no,73.0,4,no
2520,38.0,management,divorced,tertiary,4425,yes,162.0,1,no
2521,46.0,unemployed,married,secondary,3533,yes,235.0,2,no
2522,59.0,blue-collar,divorced,secondary,3573,no,44.0,1,no
2523,44.0,management,divorced,tertiary,476,yes,127.0,2,no
2524,35.0,blue-collar,married,secondary,1257,yes,93.0,3,no
2525,55.0,blue-collar,married,unknown,23,no,143.0,1,no
2526,39.0,management,single,tertiary,0,yes,81.0,2,no
2527,36.0,services,single,secondary,398,yes,77.0,2,no
2528,33.0,blue-collar,married,secondary,745,yes,115.0,4,no
2529,48.0,management,single,tertiary,8106,no,125.0,1,no
2530,33.0,management,single,tertiary,0,no,53.0,4,no
2531,67.0,retired,married,unknown,696,no,77.0,2,no
2532,48.0,unemployed,divorced,secondary,1266,yes,45.0,1,no
2533,57.0,management,married,tertiary,2416,no,74.0,2,no
2534,31.0,housemaid,married,primary,25,no,169.0,5,no
2535,30.0,student,single,tertiary,7513,no,269.0,2,no
2536,56.0,entrepreneur,divorced,primary,29,no,52.0,2,no
2537,26.0,blue-collar,married,primary,5116,yes,246.0,3,no
2538,44.0,management,married,secondary,-1746,yes,218.0,1,no
2539,44.0,technician,divorced,secondary,14,no,167.0,1,yes
2540,31.0,management,married,tertiary,4148,yes,316.0,3,yes
2541,47.0,self-employed,married,unknown,14,yes,142.0,1,no
2542,30.0,admin.,single,secondary,105,yes,75.0,1,no
2543,37.0,management,married,tertiary,767,no,204.0,1,no
2544,56.0,admin.,divorced,primary,0,no,542.0,1,no
2545,43.0,management,single,secondary,-228,yes,122.0,2,no
2546,42.0,services,married,secondary,508,yes,70.0,1,no
2547,60.0,management,married,secondary,725,yes,266.0,1,no
2548,34.0,blue-collar,married,unknown,41,yes,34.0,9,no
2549,34.0,management,single,tertiary,184,no,203.0,4,no
2550,41.0,management,married,tertiary,251,no,85.0,3,no
2551,38.0,management,divorced,secondary,-17,no,11.0,4,no
2552,23.0,services,married,secondary,-19,yes,13.0,10,no
2553,33.0,management,married,tertiary,1064,yes,562.0,1,yes
2554,36.0,blue-collar,married,secondary,777,yes,185.0,3,no
2555,49.0,unemployed,married,tertiary,377,no,158.0,1,no
2556,34.0,admin.,divorced,secondary,479,yes,515.0,1,yes
2557,40.0,technician,divorced,secondary,-375,yes,60.0,5,no
2558,72.0,retired,married,primary,796,no,173.0,2,no
2559,43.0,technician,married,secondary,17,yes,353.0,4,no
2560,44.0,blue-collar,married,secondary,1071,yes,143.0,3,no
2561,35.0,admin.,married,secondary,0,yes,18.0,5,no
2562,46.0,admin.,divorced,secondary,7378,no,466.0,1,no
2563,55.0,admin.,married,secondary,865,yes,85.0,1,no
2564,50.0,technician,divorced,secondary,-701,yes,148.0,1,no
2565,23.0,blue-collar,single,unknown,817,yes,123.0,1,no
2566,34.0,student,married,unknown,1387,no,121.0,1,no
2567,40.0,blue-collar,married,secondary,0,yes,245.0,3,no
2568,61.0,retired,married,secondary,2917,no,215.0,1,yes
2569,53.0,technician,married,secondary,4541,yes,190.0,6,no
2570,57.0,technician,married,secondary,0,no,44.0,1,no
2571,28.0,blue-collar,married,secondary,4287,no,171.0,1,no
2572,25.0,admin.,married,secondary,242,yes,62.0,12,no
2573,38.0,blue-collar,married,secondary,171,yes,172.0,1,no
2574,27.0,services,single,secondary,259,yes,78.0,10,no
2575,45.0,blue-collar,married,secondary,827,yes,319.0,5,no
2576,31.0,services,single,secondary,469,no,111.0,1,no
2577,39.0,blue-collar,married,primary,2226,yes,158.0,1,no
2578,42.0,technician,married,secondary,0,no,82.0,12,no
2579,46.0,management,married,tertiary,477,yes,128.0,6,no
2580,36.0,services,married,secondary,42,yes,102.0,4,no
2581,30.0,management,single,tertiary,775,yes,124.0,2,no
2582,32.0,blue-collar,married,secondary,9,yes,334.0,2,no
2583,52.0,technician,married,tertiary,2557,no,134.0,5,yes
2584,31.0,management,married,tertiary,2395,no,218.0,1,no
2585,60.0,management,married,primary,4895,no,313.0,1,no
2586,35.0,blue-collar,single,secondary,376,yes,207.0,3,no
2587,38.0,management,married,tertiary,389,yes,262.0,1,no
2588,46.0,management,divorced,tertiary,134,no,134.0,2,no
2589,45.0,entrepreneur,divorced,tertiary,1273,yes,197.0,3,no
2590,59.0,services,married,secondary,0,yes,214.0,3,no
2591,34.0,management,married,tertiary,2892,yes,1165.0,7,no
2592,33.0,technician,divorced,secondary,0,yes,177.0,2,no
2593,46.0,management,single,secondary,295,yes,141.0,6,no
2594,48.0,admin.,married,secondary,292,yes,164.0,6,no
2595,31.0,services,single,secondary,85,no,151.0,1,no
2596,32.0,technician,married,secondary,4,no,145.0,2,no
2597,35.0,blue-collar,divorced,primary,-587,yes,111.0,1,no
2598,36.0,blue-collar,single,primary,367,no,217.0,1,no
2599,52.0,management,married,tertiary,-1224,yes,253.0,4,no
2600,45.0,management,divorced,tertiary,959,no,74.0,1,no
2601,34.0,management,married,tertiary,0,no,263.0,2,no
2602,25.0,blue-collar,married,primary,-589,yes,233.0,1,no
2603,26.0,management,single,tertiary,-8,no,402.0,2,no
2604,57.0,management,married,unknown,0,no,585.0,1,no
2605,48.0,management,married,primary,247,yes,145.0,1,no
2606,48.0,technician,married,unknown,5543,no,143.0,5,no
2607,32.0,blue-collar,married,primary,642,no,524.0,1,no
2608,58.0,retired,married,secondary,11,no,270.0,1,no
2609,57.0,management,married,primary,-226,yes,272.0,1,no
2610,31.0,entrepreneur,married,tertiary,5191,no,187.0,2,no
2611,33.0,blue-collar,single,secondary,-320,no,268.0,2,no
2612,53.0,entrepreneur,married,tertiary,2289,yes,183.0,1,no
2613,36.0,admin.,married,secondary,725,yes,123.0,3,no
2614,32.0,technician,single,tertiary,705,yes,20.0,4,no
2615,45.0,blue-collar,married,secondary,776,yes,232.0,4,no
2616,35.0,unemployed,married,tertiary,816,yes,547.0,7,no
2617,41.0,services,married,secondary,171,no,71.0,9,no
2618,54.0,services,married,secondary,812,no,113.0,6,no
2619,49.0,services,married,secondary,823,no,780.0,4,yes
2620,28.0,technician,single,secondary,1453,yes,246.0,1,no
2621,24.0,blue-collar,single,unknown,431,yes,108.0,12,no
2622,30.0,admin.,single,secondary,1009,yes,253.0,1,no
2623,32.0,self-employed,married,primary,286,yes,175.0,1,no
2624,53.0,entrepreneur,married,tertiary,22370,yes,106.0,1,no
2625,42.0,blue-collar,married,primary,2111,yes,86.0,2,no
2626,48.0,blue-collar,married,primary,5366,yes,248.0,3,no
2627,33.0,technician,married,secondary,181,yes,265.0,2,no
2628,31.0,blue-collar,divorced,secondary,-452,yes,182.0,5,no
2629,56.0,unemployed,divorced,primary,1770,no,916.0,3,no
2630,58.0,retired,married,primary,0,no,506.0,1,no
2631,37.0,admin.,single,secondary,-296,yes,81.0,1,no
2632,59.0,management,married,primary,2358,yes,30.0,1,no
2633,50.0,management,single,tertiary,1200,no,904.0,3,yes
2634,39.0,housemaid,single,primary,109,yes,699.0,3,no
2635,30.0,technician,married,secondary,616,yes,19.0,1,no
2636,47.0,services,divorced,secondary,4906,yes,389.0,1,no
2637,44.0,self-employed,married,secondary,313,no,211.0,4,no
2638,38.0,blue-collar,married,primary,290,yes,283.0,1,no
2639,50.0,management,married,tertiary,1240,no,474.0,2,no
2640,27.0,admin.,single,tertiary,3672,yes,157.0,2,no
2641,73.0,retired,married,secondary,19,no,509.0,2,no
2642,46.0,blue-collar,married,primary,143,yes,279.0,1,no
2643,56.0,retired,divorced,secondary,212,no,27.0,1,no
2644,36.0,management,married,tertiary,9,no,386.0,4,yes
2645,33.0,blue-collar,married,primary,3074,no,679.0,1,no
2646,40.0,,married,tertiary,1734,yes,169.0,1,no
2647,52.0,management,married,tertiary,575,no,315.0,1,no
2648,51.0,blue-collar,married,secondary,397,yes,293.0,2,no
2649,33.0,blue-collar,married,secondary,640,yes,439.0,3,no
2650,54.0,services,married,secondary,158,yes,198.0,1,no
2651,44.0,management,married,secondary,2984,yes,770.0,2,no
2652,50.0,entrepreneur,married,secondary,1011,yes,340.0,2,no
2653,45.0,blue-collar,single,secondary,0,yes,1472.0,1,yes
2654,36.0,management,married,tertiary,1133,yes,293.0,1,yes
2655,42.0,technician,married,secondary,4945,yes,311.0,2,yes
2656,37.0,technician,married,secondary,712,yes,291.0,2,no
2657,28.0,services,single,secondary,-427,yes,965.0,2,no
2658,56.0,admin.,married,secondary,2146,no,594.0,1,no
2659,59.0,admin.,married,secondary,92,yes,139.0,2,no
2660,32.0,unemployed,married,secondary,10,yes,501.0,4,no
2661,57.0,retired,married,primary,1238,yes,274.0,1,no
2662,49.0,admin.,single,secondary,981,yes,10.0,3,no
2663,56.0,entrepreneur,married,unknown,575,no,18.0,2,no
2664,48.0,admin.,divorced,unknown,-70,no,243.0,1,no
2665,27.0,student,single,tertiary,3733,yes,198.0,1,yes
2666,31.0,management,single,tertiary,574,yes,410.0,2,no
2667,28.0,blue-collar,single,secondary,43,no,190.0,1,no
2668,36.0,management,married,tertiary,428,no,121.0,1,no
2669,58.0,housemaid,married,primary,0,yes,148.0,1,no
2670,46.0,admin.,married,secondary,0,yes,239.0,2,no
2671,32.0,management,single,tertiary,474,yes,90.0,3,no
2672,39.0,services,married,secondary,-540,no,29.0,1,no
2673,35.0,self-employed,married,tertiary,560,yes,58.0,1,no
2674,31.0,management,married,tertiary,325,yes,1139.0,2,yes
2675,29.0,management,single,tertiary,437,no,504.0,1,yes
2676,48.0,blue-collar,married,primary,574,no,348.0,1,no
2677,60.0,retired,married,primary,0,no,130.0,3,no
2678,74.0,retired,married,secondary,935,no,100.0,1,no
2679,30.0,services,married,secondary,699,yes,544.0,1,no
2680,52.0,admin.,single,primary,0,no,182.0,11,no
2681,24.0,blue-collar,married,secondary,-220,yes,90.0,1,no
2682,29.0,services,married,secondary,11417,yes,272.0,2,no
2683,33.0,housemaid,married,primary,212,yes,260.0,2,no
2684,34.0,blue-collar,married,secondary,67,yes,672.0,3,no
2685,45.0,admin.,divorced,secondary,0,no,264.0,1,yes
2686,31.0,blue-collar,married,secondary,0,no,275.0,2,no
2687,45.0,technician,married,secondary,1673,no,76.0,1,no
2688,27.0,services,married,secondary,-1202,yes,749.0,2,no
2689,30.0,management,single,tertiary,4213,no,142.0,4,no
2690,45.0,blue-collar,married,primary,0,no,454.0,2,no
2691,57.0,blue-collar,married,secondary,1521,yes,102.0,2,no
2692,34.0,management,married,tertiary,1310,no,521.0,3,no
2693,40.0,admin.,married,secondary,0,yes,57.0,1,no
2694,39.0,management,married,tertiary,399,no,504.0,1,no
2695,46.0,technician,married,tertiary,405,no,138.0,3,no
2696,55.0,management,divorced,tertiary,9756,yes,103.0,2,yes
2697,25.0,management,single,tertiary,2506,no,485.0,1,yes
2698,34.0,management,married,tertiary,697,no,166.0,1,no
2699,37.0,blue-collar,married,primary,403,yes,318.0,2,no
2700,64.0,retired,divorced,tertiary,890,no,531.0,3,no
2701,45.0,technician,divorced,secondary,809,yes,155.0,2,no
2702,57.0,housemaid,married,secondary,158,yes,73.0,1,no
2703,21.0,student,single,unknown,137,yes,198.0,3,no
2704,58.0,housemaid,married,secondary,2705,no,137.0,1,no
2705,41.0,blue-collar,single,secondary,75,yes,479.0,9,yes
2706,41.0,management,married,unknown,2457,yes,285.0,1,no
2707,58.0,management,married,tertiary,541,yes,98.0,1,no
2708,33.0,management,married,tertiary,287,yes,199.0,2,no
2709,32.0,management,married,tertiary,273,yes,97.0,3,no
